side,entry_date,exit_date,qty,entry_price,entry_fill,stop,exit_fill,reason,target_sma,entry_equity,pnl,return_on_equity,entry_cost,exit_cost
SHORT,2006-04-21,2006-04-21,29165,114.29158782958984,114.23444203567506,114.2573013305664,114.34873362350463,STOP_ENTRY_DAY,94.5281241280692,100000.0,-3356.9141590493973,-0.03356914159049397,23.6,23.6
SHORT,2006-05-09,2006-05-09,939,132.5782470703125,132.51195794677736,133.60687255859375,133.67367599487304,STOP_ENTRY_DAY,108.70327431815011,96619.48584095016,-1114.4532471618425,-0.01153445640350846,23.6,23.6
