final_return,max_drawdown
-0.11145554649612299,-0.11145554649612299
-0.1024386690602519,-0.1024386690602519
-0.10390707964675439,-0.10390707964675439
-0.04085771466573174,-0.04085771466573174
-0.11447246291997737,-0.11447246291997737
-0.10196586115716955,-0.10196586115716955
-0.10030984890555283,-0.10030984890555283
-0.09413886500113977,-0.09413886500113977
-0.08403337819934897,-0.08403337819934897
-0.11447246291997759,-0.11447246291997759
-0.060279035455214514,-0.060279035455214514
-0.1708417665735752,-0.1708417665735752
-0.028461182146361064,-0.028461182146361064
-0.14690310346203017,-0.14690310346203017
-0.027089989326404162,-0.027089989326404162
-0.09313924801490048,-0.09313924801490048
-0.043970172200875846,-0.043970172200875846
-0.08450925518271035,-0.08450925518271035
-0.11256184229324939,-0.11256184229324939
-0.10040304171505554,-0.10040304171505554
-0.13647607404633866,-0.13647607404633866
-0.09191467726644953,-0.09191467726644953
-0.04524968318233524,-0.04524968318233524
-0.052342824073559946,-0.052342824073559946
-0.13587415976140405,-0.13587415976140405
-0.09655069145311757,-0.09655069145311757
-0.08282105222462155,-0.08282105222462155
-0.09330126884126333,-0.09330126884126333
-0.18883531571582357,-0.18883531571582357
-0.07296906049772889,-0.07296906049772889
-0.08545249825669177,-0.08545249825669177
-0.0829924888000777,-0.0829924888000777
-0.031840588917211754,-0.031840588917211754
-0.09452200142264466,-0.09452200142264466
-0.07748920111459656,-0.07748920111459656
-0.03564531601091159,-0.03564531601091159
-0.0762247981869213,-0.0762247981869213
-0.08799959319246309,-0.08799959319246309
-0.11849583495725591,-0.11849583495725591
-0.08302761294758343,-0.08302761294758343
-0.07706854197443347,-0.07706854197443347
-0.07488625336524124,-0.07488625336524124
-0.07530826160300219,-0.07530826160300219
-0.16474773164507817,-0.16474773164507817
-0.07614378534345767,-0.07614378534345767
-0.17987296828941135,-0.17987296828941135
-0.09227249399814286,-0.09227249399814286
-0.11355799403171551,-0.11355799403171551
-0.14576841784447792,-0.14576841784447792
-0.06657926085240295,-0.06657926085240295
-0.07438256878759053,-0.07438256878759053
-0.14428182655922817,-0.14428182655922817
-0.11498453382777385,-0.11498453382777385
-0.03351367316304288,-0.03351367316304288
-0.047330714736247614,-0.047330714736247614
-0.1540437362971463,-0.1540437362971463
-0.03209463321888906,-0.03209463321888906
-0.0953509997116112,-0.0953509997116112
-0.1304025415332043,-0.1304025415332043
-0.21901909403262954,-0.21901909403262954
-0.1463814617987318,-0.1463814617987318
-0.07089775360051354,-0.07089775360051354
-0.08855770404299079,-0.08855770404299079
-0.02732559106391974,-0.02732559106391974
-0.027803649388636442,-0.027803649388636442
-0.05195113475329838,-0.05195113475329838
-0.05155823215708222,-0.05155823215708222
-0.09838414235616422,-0.09838414235616422
-0.10452111923348328,-0.10452111923348328
-0.10096059125853751,-0.10096059125853751
-0.11457534971258365,-0.11457534971258365
-0.03796838529833102,-0.03796838529833102
-0.09502532977350098,-0.09502532977350098
-0.13680430063238203,-0.13680430063238203
-0.07420751008780246,-0.07420751008780246
-0.08157655902605532,-0.08157655902605532
-0.10585637062922304,-0.10585637062922304
-0.01667037326125398,-0.01667037326125398
-0.17772868265646247,-0.17772868265646247
-0.03797047655547814,-0.03797047655547814
-0.19791653973217815,-0.19791653973217815
-0.11778583183906577,-0.11778583183906577
-0.059188024622164215,-0.059188024622164215
-0.12887346956963508,-0.12887346956963508
-0.15237328105409031,-0.15237328105409031
-0.09291761588913772,-0.09291761588913772
-0.15926667219232626,-0.15926667219232626
-0.0732431803161826,-0.0732431803161826
-0.04901573127528214,-0.04901573127528214
-0.038091682206747746,-0.038091682206747746
-0.05275498394905964,-0.05275498394905964
-0.07232287902169565,-0.07232287902169565
-0.10892234312008076,-0.10892234312008076
-0.06490501317053776,-0.06490501317053776
-0.08821093378677147,-0.08821093378677147
-0.10542974541808303,-0.10542974541808303
-0.15880568079445279,-0.15880568079445279
-0.09335651889373953,-0.09335651889373953
-0.13928273623985343,-0.13928273623985343
-0.025065740789370183,-0.025065740789370183
-0.1550065473006298,-0.1550065473006298
-0.09308913668293695,-0.09308913668293695
-0.07668203465791057,-0.07668203465791057
-0.03662484836817603,-0.03662484836817603
-0.18584659568791273,-0.18584659568791273
-0.12870871653817095,-0.12870871653817095
-0.11262577586366063,-0.11262577586366063
-0.07452958689348477,-0.07452958689348477
-0.07353838342356012,-0.07353838342356012
-0.029096295473909017,-0.029096295473909017
-0.09063323786413491,-0.09063323786413491
-0.1061199887090879,-0.1061199887090879
-0.0524259240205347,-0.0524259240205347
-0.09825286847396808,-0.09825286847396808
-0.08453813219046691,-0.08453813219046691
-0.07697761418873905,-0.07697761418873905
-0.14512999787829128,-0.14512999787829128
-0.045569803543403786,-0.045569803543403786
-0.10906354502184679,-0.10906354502184679
-0.20403747875944178,-0.20403747875944178
-0.085168469602108,-0.085168469602108
-0.10567927428505486,-0.10567927428505486
-0.1290400847381239,-0.1290400847381239
-0.11998163640343551,-0.11998163640343551
-0.02991108819259758,-0.02991108819259758
-0.06937281963192199,-0.06937281963192199
-0.055982758855234405,-0.055982758855234405
-0.0595458328278613,-0.0595458328278613
-0.10274662958388148,-0.10274662958388148
-0.027352912756416492,-0.027352912756416492
-0.13751611975536226,-0.13751611975536226
-0.0828190584635331,-0.0828190584635331
-0.0921824057401186,-0.0921824057401186
-0.03838387066511406,-0.03838387066511406
-0.040369807183863626,-0.040369807183863626
-0.09270736624122189,-0.09270736624122189
-0.09405942317786375,-0.09405942317786375
-0.09256439707462505,-0.09256439707462505
-0.03147013450265168,-0.03147013450265168
-0.09552402652268965,-0.09552402652268965
-0.029808483847542866,-0.029808483847542866
-0.05415901116733712,-0.05415901116733712
-0.06794841905269755,-0.06794841905269755
-0.029810592842622663,-0.029810592842622663
-0.04557187827664466,-0.04557187827664466
-0.07215268303192657,-0.07215268303192657
-0.08393848959161143,-0.08393848959161143
-0.12240225700631857,-0.12240225700631857
-0.04741218346621512,-0.04741218346621512
-0.19560694017865365,-0.19560694017865365
-0.13569511405587753,-0.13569511405587753
-0.08367111837509755,-0.08367111837509755
-0.048001568419641094,-0.048001568419641094
-0.036804919811459835,-0.036804919811459835
-0.07440894853383662,-0.07440894853383662
-0.022157491562779907,-0.022157491562779907
-0.13991896063664777,-0.13991896063664777
-0.05025622342681857,-0.05025622342681857
-0.050964860141287094,-0.050964860141287094
-0.12871061054466326,-0.12871061054466326
-0.0929136722584395,-0.0929136722584395
-0.008390251016656691,-0.008390251016656691
-0.0887708961319289,-0.0887708961319289
-0.09217845891302134,-0.09217845891302134
-0.14639222173171773,-0.14639222173171773
-0.0778490895939159,-0.0778490895939159
-0.05112923175641104,-0.05112923175641104
-0.04029983341785437,-0.04029983341785437
-0.02986971172502051,-0.02986971172502051
-0.17895582472505933,-0.17895582472505933
-0.1382290627093321,-0.1382290627093321
-0.02950483217127431,-0.02950483217127431
-0.07590331133876826,-0.07590331133876826
-0.0305017967821416,-0.0305017967821416
-0.09274211827968382,-0.09274211827968382
-0.1395202037076848,-0.1395202037076848
-0.05970646993246376,-0.05970646993246376
-0.11255606148954156,-0.11255606148954156
-0.1896703657299691,-0.1896703657299691
-0.19609745175616056,-0.19609745175616056
-0.016152385238786038,-0.016152385238786038
-0.13721408763723886,-0.13721408763723886
-0.1377685293600096,-0.1377685293600096
-0.12987459325681028,-0.12987459325681028
-0.09821558328426594,-0.09821558328426594
-0.06456395736059439,-0.06456395736059439
-0.08186791000190308,-0.08186791000190308
-0.05588291205813267,-0.05588291205813267
-0.14487788441155436,-0.14487788441155436
-0.1884885581336948,-0.1884885581336948
-0.06724534700460283,-0.06724534700460283
-0.03679487231663803,-0.03679487231663803
-0.07204284951764495,-0.07204284951764495
-0.13598490876690073,-0.13598490876690073
-0.057542151682502984,-0.057542151682502984
-0.03534977491906466,-0.03534977491906466
-0.09084396815605078,-0.09084396815605078
-0.15503246608213583,-0.15503246608213583
-0.08329995429175319,-0.08329995429175319
-0.13843007455813883,-0.13843007455813883
-0.06543942911278777,-0.06543942911278777
-0.030911848674076148,-0.030911848674076148
-0.09678579247222763,-0.09678579247222763
-0.08121252881481045,-0.08121252881481045
-0.05126592204996194,-0.05126592204996194
-0.1279404698459512,-0.1279404698459512
-0.05958594359630753,-0.05958594359630753
-0.11182942808170626,-0.11182942808170626
-0.09191270327305856,-0.09191270327305856
-0.13846869367467107,-0.13846869367467107
-0.16793577535562887,-0.16793577535562887
-0.0865987187860714,-0.0865987187860714
-0.03031928204161971,-0.03031928204161971
-0.10212335126902983,-0.10212335126902983
-0.18772175921037615,-0.18772175921037615
-0.1889029203424334,-0.1889029203424334
-0.1278089491814529,-0.1278089491814529
-0.0835227635222674,-0.0835227635222674
-0.17716753263385776,-0.17716753263385776
-0.046467060040586095,-0.046467060040586095
-0.14788165464638836,-0.14788165464638836
-0.02596848936437901,-0.02596848936437901
-0.10671637162810743,-0.10671637162810743
-0.13810415249063512,-0.13810415249063512
-0.03573197628360958,-0.03573197628360958
-0.08165909175718467,-0.08165909175718467
-0.02808732190640395,-0.02808732190640395
-0.08403337819934886,-0.08403337819934886
-0.07229769489332549,-0.07229769489332549
-0.09179827936157603,-0.09179827936157603
-0.1099685036438216,-0.1099685036438216
-0.14718914022131246,-0.14718914022131246
-0.15227510055321325,-0.15227510055321325
-0.1586705669881655,-0.1586705669881655
-0.09435429936293649,-0.09435429936293649
-0.08136567759657931,-0.08136567759657931
-0.02871400182757755,-0.02871400182757755
-0.0656999781312233,-0.0656999781312233
-0.10486773806857042,-0.10486773806857042
-0.05927052431430313,-0.05927052431430313
-0.04089153402032675,-0.04089153402032675
-0.03623337073309563,-0.03623337073309563
-0.018287214637773386,-0.018287214637773386
-0.09507730123966229,-0.09507730123966229
-0.09452396974396293,-0.09452396974396293
-0.20677388030361554,-0.20677388030361554
-0.1786786572784348,-0.1786786572784348
-0.037628117685314044,-0.037628117685314044
-0.08932576368287837,-0.08932576368287837
-0.19567747731203478,-0.19567747731203478
-0.02987182058700355,-0.02987182058700355
-0.02569968491665675,-0.02569968491665675
-0.18071902550451657,-0.18071902550451657
-0.07841528271831955,-0.07841528271831955
-0.05814574462645894,-0.05814574462645894
-0.19048148513435148,-0.19048148513435148
-0.06718823884965719,-0.06718823884965719
-0.03935057675368259,-0.03935057675368259
-0.15484673672428229,-0.15484673672428229
