final_return,max_drawdown
-0.02566938398119334,-0.02566938398119334
-0.02566938398119334,-0.02566938398119334
-0.02566938398119334,-0.02566938398119334
-0.02566938398119334,-0.02566938398119334
-0.016008007081896314,-0.016008007081896314
-0.035235900145583976,-0.035235900145583976
-0.035235900145583976,-0.035235900145583976
-0.035235900145583976,-0.035235900145583976
-0.02566938398119334,-0.02566938398119334
-0.02566938398119334,-0.02566938398119334
-0.02566938398119334,-0.02566938398119334
-0.02566938398119334,-0.02566938398119334
-0.035235900145583976,-0.035235900145583976
-0.02566938398119334,-0.02566938398119334
-0.02566938398119334,-0.02566938398119334
-0.016008007081896314,-0.016008007081896314
-0.02566938398119334,-0.02566938398119334
-0.02566938398119334,-0.02566938398119334
-0.035235900145583976,-0.035235900145583976
-0.02566938398119334,-0.02566938398119334
-0.02566938398119334,-0.02566938398119334
-0.02566938398119334,-0.02566938398119334
-0.02566938398119334,-0.02566938398119334
-0.02566938398119334,-0.02566938398119334
-0.035235900145583976,-0.035235900145583976
-0.02566938398119334,-0.02566938398119334
-0.016008007081896314,-0.016008007081896314
-0.016008007081896314,-0.016008007081896314
-0.02566938398119334,-0.02566938398119334
-0.035235900145583976,-0.035235900145583976
-0.035235900145583976,-0.035235900145583976
-0.02566938398119334,-0.02566938398119334
-0.016008007081896314,-0.016008007081896314
-0.02566938398119334,-0.02566938398119334
-0.016008007081896314,-0.016008007081896314
-0.02566938398119334,-0.02566938398119334
-0.016008007081896314,-0.016008007081896314
-0.02566938398119334,-0.02566938398119334
-0.016008007081896314,-0.016008007081896314
-0.035235900145583976,-0.035235900145583976
-0.02566938398119334,-0.02566938398119334
-0.02566938398119334,-0.02566938398119334
-0.035235900145583976,-0.035235900145583976
-0.016008007081896314,-0.016008007081896314
-0.035235900145583976,-0.035235900145583976
-0.02566938398119334,-0.02566938398119334
-0.02566938398119334,-0.02566938398119334
-0.02566938398119334,-0.02566938398119334
-0.02566938398119334,-0.02566938398119334
