Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,326.25,328.75,324.4125061035156,326.57501220703125,217.47256469726562,4069264
2010-01-05,327.5,328.8374938964844,325.01251220703125,327.66876220703125,218.20095825195312,6895528
2010-01-06,335.375,335.375,321.88751220703125,322.88751220703125,215.01702880859375,6817288
2010-01-07,323.32501220703125,323.32501220703125,314.7749938964844,315.6312561035156,210.1849822998047,10892600
2010-01-08,314.875,315.4125061035156,307.25,308.0249938964844,205.1197509765625,12649312
2010-01-11,309.38751220703125,313.0874938964844,309.25,311.20623779296875,207.23826599121094,7849656
2010-01-12,312.5,324.25,312.5,323.3687438964844,215.3374481201172,24859680
2010-01-13,309.60626220703125,336.875,309.60626220703125,335.4375,223.37435913085938,19704040
2010-01-14,334.875,337.86248779296875,331.2749938964844,336.21875,223.89453125,8413904
2010-01-15,336.21875,336.5625,331.76873779296875,334.4750061035156,222.73336791992188,5049504
2010-01-18,332.875,336.25,332.0,335.83123779296875,223.63645935058594,6140088
2010-01-19,335.0,336.0,328.51251220703125,329.48748779296875,219.41209411621094,5837512
2010-01-20,331.08123779296875,334.1499938964844,329.75,332.2124938964844,221.2266845703125,6091992
2010-01-21,330.375,333.0874938964844,325.0,328.1499938964844,218.5213165283203,6682792
2010-01-22,325.0,326.25,319.0,321.95001220703125,214.39276123046875,13486496
2010-01-25,318.75,321.2437438964844,314.75,317.7875061035156,211.6208038330078,6498712
2010-01-27,316.5,316.73126220703125,310.64373779296875,312.78125,208.28701782226562,9840856
2010-01-28,314.125,319.36248779296875,309.9375,311.46875,207.41299438476562,12732872
2010-01-29,306.54998779296875,312.5,300.6000061035156,309.4375,206.06036376953125,15012280
2010-02-01,305.875,316.25,298.76251220703125,306.40625,204.0418243408203,12308784
2010-02-02,312.625,312.625,302.70623779296875,304.9937438964844,203.1012725830078,9889384
2010-02-03,306.25,312.5,306.25,309.1499938964844,205.86888122558594,6405608
2010-02-04,308.125,308.75,301.5625,303.6312561035156,202.19387817382812,6176408
2010-02-05,298.79998779296875,299.8062438964844,291.125,294.0874938964844,195.83853149414062,13544872
2010-02-08,296.86248779296875,305.25,293.0625,300.45001220703125,200.07542419433594,9252480
2010-02-09,300.5,310.25,299.28125,309.2250061035156,205.91885375976562,10387392
2010-02-10,311.375,312.0249938964844,306.0,308.3687438964844,205.34866333007812,7187984
2010-02-11,309.125,314.76873779296875,308.75,312.3062438964844,207.97067260742188,6453888
2010-02-15,313.375,317.79998779296875,309.35626220703125,312.33123779296875,207.9873504638672,8950128
2010-02-16,312.5,318.875,311.03125,317.6812438964844,211.54998779296875,4418096
2010-02-17,318.7749938964844,320.79998779296875,314.20001220703125,314.83123779296875,209.65219116210938,7991184
2010-02-18,315.375,318.375,314.0,316.70623779296875,210.90078735351562,3721696
2010-02-19,315.61248779296875,318.0625,313.14373779296875,316.54998779296875,210.79673767089844,5998992
2010-02-22,319.38751220703125,323.9624938964844,319.38751220703125,321.04376220703125,213.7892303466797,5855400
2010-02-23,319.76251220703125,323.625,319.375,322.6625061035156,214.8671112060547,3786032
2010-02-24,321.0,324.7875061035156,318.875,322.0375061035156,214.4510040283203,5427016
2010-02-25,321.32501220703125,328.7124938964844,321.32501220703125,327.16876220703125,217.8679656982422,8729568
2010-02-26,327.375,328.75,322.76251220703125,325.2437438964844,216.58604431152344,10546368
2010-03-02,328.9437561035156,331.34375,327.83123779296875,330.125,219.83656311035156,8534656
2010-03-03,331.38751220703125,334.5625,329.08123779296875,333.28125,221.93838500976562,5904976
2010-03-04,332.75,333.0,325.5,327.9750061035156,218.40484619140625,6755240
2010-03-05,329.23748779296875,330.0,326.6312561035156,329.4624938964844,219.3953857421875,4984808
2010-03-08,331.625,334.91876220703125,329.76251220703125,332.4437561035156,221.38064575195312,8664992
2010-03-09,331.2562561035156,337.6875,327.23126220703125,335.4937438964844,223.41175842285156,7958752
2010-03-10,334.36248779296875,336.4312438964844,331.25,332.40625,221.35569763183594,7330952
2010-03-11,333.125,336.875,331.25,335.3687438964844,223.32847595214844,4298424
2010-03-12,337.48748779296875,338.0,332.0375061035156,334.15625,222.5210418701172,3176920
2010-03-15,331.79998779296875,339.0625,329.5,337.65625,224.8517608642578,10582856
2010-03-16,337.5,343.1187438964844,335.2875061035156,341.54376220703125,227.4405975341797,5881344
2010-03-17,341.875,344.2124938964844,339.125,342.2875061035156,227.9358673095703,6352000
2010-03-18,342.5,349.23748779296875,342.5,348.45001220703125,232.03955078125,8923048
2010-03-19,347.51251220703125,349.375,345.0062561035156,346.54376220703125,230.77020263671875,12582544
2010-03-22,344.01251220703125,347.125,342.86248779296875,344.67498779296875,229.5257110595703,4108528
2010-03-23,346.2562561035156,349.875,345.51873779296875,346.9375,231.03236389160156,4792560
