Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,85.0,86.42500305175781,84.62750244140625,85.28500366210938,73.72515869140625,6100980
2010-01-05,85.5,86.25,85.25,85.36000061035156,73.78998565673828,16773200
2010-01-06,85.69999694824219,86.0,84.40499877929688,85.4175033569336,73.83970642089844,13279680
2010-01-07,88.41999816894531,88.41999816894531,85.08000183105469,85.63999938964844,74.03205108642578,12247960
2010-01-08,85.5999984741211,86.16999816894531,85.05000305175781,85.75250244140625,74.1292953491211,14171800
2010-01-11,87.43250274658203,87.43250274658203,85.125,85.40750122070312,73.83104705810547,27533220
2010-01-12,85.4000015258789,85.58999633789062,83.93000030517578,84.76000213623047,73.27130889892578,9814100
2010-01-13,84.24749755859375,84.73999786376953,83.27749633789062,84.46499633789062,73.01629638671875,20693500
2010-01-14,85.5,85.69000244140625,83.5,84.19000244140625,72.77857208251953,20345280
2010-01-15,84.91999816894531,84.94999694824219,83.55000305175781,84.7074966430664,73.2259292602539,23163460
2010-01-18,84.5,88.9000015258789,84.1050033569336,88.3324966430664,76.35958099365234,47002920
2010-01-19,88.25,89.44000244140625,87.6449966430664,88.95999908447266,76.90200805664062,33328440
2010-01-20,89.25,89.5,87.1500015258789,87.80500030517578,75.90357208251953,27304220
2010-01-21,88.04499816894531,88.04499816894531,85.25499725341797,85.5824966430664,73.98233032226562,25046940
2010-01-22,84.80000305175781,85.0,82.69999694824219,83.8550033569336,72.48897552490234,18947400
2010-01-25,83.0,83.8949966430664,81.56500244140625,82.83499908447266,71.60723876953125,12057580
2010-01-27,83.05500030517578,83.05500030517578,79.34500122070312,79.86000061035156,69.03547668457031,24215580
2010-01-28,80.5,80.94999694824219,78.83999633789062,79.6624984741211,68.86475372314453,34864460
2010-01-29,79.0,81.8499984741211,77.625,81.55249786376953,70.4985580444336,32870340
2010-02-01,81.4000015258789,81.4000015258789,79.25,79.98750305175781,69.14569854736328,15034660
2010-02-02,80.3499984741211,80.74500274658203,78.5999984741211,78.95500183105469,68.25315856933594,20669400
2010-02-03,80.0,81.62000274658203,78.9000015258789,81.13749694824219,70.1397933959961,15455340
